imagen,angulo_brazos,angulo_rodilla,angulo_tronco,criterios_cumplidos,clasificacion
img24.jpg,177.32,147.31,125.55,2,CORRECTO
img24_aug1.jpg,179.53,118.55,99.25,2,CORRECTO
img24_aug2.jpg,176.5,149.9,116.73,2,CORRECTO
img24_aug3.jpg,176.7,136.18,116.43,2,CORRECTO
img24_aug4.jpg,172.49,134.68,108.54,2,CORRECTO
img24_aug5.jpg,172.77,143.78,104.04,1,INCORRECTO
img24_aug6.jpg,168.28,125.31,96.03,2,CORRECTO
img24_aug7.jpg,172.65,130.49,116.3,3,CORRECTO
img25.jpg,170.38,87.0,89.74,1,INCORRECTO
img25_aug1.jpg,170.0,83.39,86.51,1,INCORRECTO
img25_aug2.jpg,167.83,89.04,90.97,1,INCORRECTO
img25_aug3.jpg,179.54,80.02,77.97,1,INCORRECTO
img25_aug4.jpg,177.88,87.14,88.95,1,INCORRECTO
img25_aug5.jpg,171.28,90.24,91.73,2,CORRECTO
img25_aug6.jpg,166.59,86.38,87.92,1,INCORRECTO
img25_aug7.jpg,165.81,87.85,88.95,1,INCORRECTO
img26.jpg,104.75,164.32,141.04,1,INCORRECTO
img26_aug1.jpg,103.63,152.81,132.41,1,INCORRECTO
img26_aug2.jpg,103.2,165.24,141.4,1,INCORRECTO
img26_aug3.jpg,103.53,160.26,141.38,1,INCORRECTO
img26_aug4.jpg,109.68,162.11,142.05,1,INCORRECTO
img26_aug5.jpg,106.99,141.79,128.61,1,INCORRECTO
img26_aug6.jpg,114.0,157.67,138.1,1,INCORRECTO
img26_aug7.jpg,108.68,132.98,120.52,2,CORRECTO
img27.jpg,156.19,145.61,96.18,1,INCORRECTO
img27_aug1.jpg,159.52,137.49,91.17,1,INCORRECTO
img27_aug2.jpg,162.63,139.52,94.22,1,INCORRECTO
img27_aug3.jpg,156.55,144.2,95.65,1,INCORRECTO
img27_aug4.jpg,156.12,144.02,95.47,1,INCORRECTO
img27_aug5.jpg,157.44,145.9,96.06,1,INCORRECTO
img27_aug6.jpg,161.83,138.19,93.49,1,INCORRECTO
img27_aug7.jpg,158.42,135.98,90.87,1,INCORRECTO
img28.jpg,161.55,155.0,151.39,2,CORRECTO
img28_aug1.jpg,157.06,151.78,150.58,2,CORRECTO
img28_aug2.jpg,155.96,149.26,151.5,2,CORRECTO
img28_aug3.jpg,164.38,151.12,150.25,2,CORRECTO
img28_aug4.jpg,178.64,151.42,149.95,2,CORRECTO
img28_aug5.jpg,162.29,168.01,166.07,1,INCORRECTO
img28_aug6.jpg,159.2,145.2,147.22,2,CORRECTO
img28_aug7.jpg,154.67,150.45,147.87,2,CORRECTO
img29.jpg,179.04,68.47,77.61,1,INCORRECTO
img29_aug1.jpg,175.64,73.94,80.65,1,INCORRECTO
img29_aug2.jpg,174.73,82.09,92.2,1,INCORRECTO
img29_aug3.jpg,178.73,65.79,74.77,1,INCORRECTO
img29_aug4.jpg,176.34,77.5,88.21,1,INCORRECTO
img29_aug5.jpg,175.87,69.16,77.75,1,INCORRECTO
img29_aug6.jpg,178.63,70.68,78.74,1,INCORRECTO
img29_aug7.jpg,179.28,76.87,82.41,1,INCORRECTO
img2_aug1.webp,170.82,122.88,126.91,3,CORRECTO
img2_aug2.webp,171.42,117.71,120.29,3,CORRECTO
img2_aug3.webp,177.29,116.99,122.02,3,CORRECTO
img2_aug4.webp,171.75,123.8,129.65,3,CORRECTO
img2_aug5.webp,173.99,116.88,121.13,3,CORRECTO
img2_aug6.webp,168.82,118.05,122.34,3,CORRECTO
img2_aug7.webp,179.85,117.48,123.49,3,CORRECTO
img3.jpg,146.11,145.63,151.52,1,INCORRECTO
img30.png,176.8,150.58,127.31,2,CORRECTO
img30_aug1.png,176.67,147.86,126.02,2,CORRECTO
img30_aug2.png,177.76,146.83,123.91,2,CORRECTO
img30_aug3.png,178.75,149.07,126.01,2,CORRECTO
img30_aug4.png,167.87,146.4,124.24,2,CORRECTO
img30_aug5.png,178.03,150.39,128.27,2,CORRECTO
img30_aug6.png,177.46,149.88,127.22,2,CORRECTO
img30_aug7.png,176.45,149.43,127.53,2,CORRECTO
img31.png,175.62,155.95,149.62,2,CORRECTO
img31_aug1.png,175.06,154.89,148.7,2,CORRECTO
img31_aug2.png,175.48,155.1,148.83,2,CORRECTO
img31_aug3.png,177.74,155.27,148.91,2,CORRECTO
img31_aug4.png,176.41,152.2,145.61,2,CORRECTO
img31_aug5.png,176.03,156.54,150.76,2,CORRECTO
img31_aug6.png,176.7,155.3,148.89,2,CORRECTO
img31_aug7.png,176.19,155.71,149.64,2,CORRECTO
img32.png,175.52,132.98,119.24,3,CORRECTO
img32_aug1.png,175.33,131.14,118.11,3,CORRECTO
img32_aug2.png,178.14,133.54,119.18,3,CORRECTO
img32_aug3.png,177.0,132.1,119.27,3,CORRECTO
img32_aug4.png,177.52,135.85,122.67,2,CORRECTO
img32_aug5.png,176.78,132.41,119.31,3,CORRECTO
img32_aug6.png,176.63,133.11,119.22,3,CORRECTO
img32_aug7.png,177.14,135.67,121.98,2,CORRECTO
img33.png,164.65,160.71,152.28,2,CORRECTO
img33_aug1.png,159.92,161.73,153.87,2,CORRECTO
img33_aug2.png,163.99,161.1,152.37,2,CORRECTO
img33_aug3.png,146.67,161.79,153.64,1,INCORRECTO
img33_aug4.png,94.41,162.44,154.06,1,INCORRECTO
img33_aug5.png,162.91,163.61,154.37,2,CORRECTO
img33_aug6.png,161.84,160.59,151.71,2,CORRECTO
img33_aug7.png,158.45,162.41,153.94,2,CORRECTO
img34.png,170.14,170.11,154.25,2,CORRECTO
img34_aug1.png,177.0,175.9,155.53,2,CORRECTO
img34_aug2.png,170.23,167.41,152.09,2,CORRECTO
img34_aug3.png,171.14,172.85,155.22,2,CORRECTO
img34_aug4.png,171.66,173.09,155.05,2,CORRECTO
img34_aug5.png,168.81,171.71,152.38,2,CORRECTO
img34_aug6.png,178.4,171.68,155.03,2,CORRECTO
img34_aug7.png,176.68,165.49,149.19,2,CORRECTO
img35.png,157.96,167.03,178.95,1,INCORRECTO
img35_aug1.png,150.13,165.99,179.22,1,INCORRECTO
img35_aug2.png,163.88,165.94,177.58,1,INCORRECTO
img35_aug3.png,154.28,167.73,177.84,1,INCORRECTO
img35_aug4.png,141.59,167.44,178.74,0,INCORRECTO
img35_aug5.png,164.02,166.19,177.0,1,INCORRECTO
img35_aug6.png,129.93,167.68,178.68,0,INCORRECTO
img35_aug7.png,162.94,166.59,178.04,1,INCORRECTO
img36.PNG,177.36,149.97,136.6,2,CORRECTO
img36_aug1.PNG,179.68,151.42,135.54,2,CORRECTO
img36_aug2.PNG,179.39,149.47,136.02,2,CORRECTO
img36_aug3.PNG,179.32,151.35,138.1,2,CORRECTO
img36_aug4.PNG,179.13,150.08,135.64,2,CORRECTO
img36_aug5.PNG,178.96,151.74,137.63,2,CORRECTO
img36_aug6.PNG,177.15,150.88,136.58,2,CORRECTO
img36_aug7.PNG,177.9,152.86,137.52,2,CORRECTO
img37.png,179.14,107.55,70.01,2,CORRECTO
img37_aug1.png,179.5,108.36,70.64,2,CORRECTO
img37_aug2.png,179.48,107.09,69.95,2,CORRECTO
img37_aug3.png,179.87,106.12,69.5,2,CORRECTO
img37_aug4.png,179.56,107.15,69.72,2,CORRECTO
img37_aug5.png,179.41,107.0,69.44,2,CORRECTO
img37_aug6.png,179.06,109.06,69.92,2,CORRECTO
img37_aug7.png,177.65,106.21,67.8,2,CORRECTO
img38.png,176.99,109.34,73.08,2,CORRECTO
img38_aug1.png,176.79,114.33,76.52,2,CORRECTO
img38_aug2.png,176.42,112.65,74.32,2,CORRECTO
img38_aug3.png,176.89,117.95,76.48,2,CORRECTO
img38_aug4.png,178.99,120.64,78.68,2,CORRECTO
img38_aug5.png,178.4,118.75,77.9,2,CORRECTO
img38_aug6.png,178.52,115.58,74.09,2,CORRECTO
img38_aug7.png,176.27,127.0,82.34,2,CORRECTO
img39.png,179.23,147.15,102.89,1,INCORRECTO
img39_aug1.png,179.92,144.52,101.47,1,INCORRECTO
img39_aug2.png,176.83,147.04,104.31,1,INCORRECTO
img39_aug3.png,179.49,149.26,104.54,1,INCORRECTO
img39_aug4.png,178.09,144.55,104.55,1,INCORRECTO
img39_aug5.png,179.44,148.7,103.36,1,INCORRECTO
img39_aug6.png,176.8,145.87,101.2,1,INCORRECTO
img39_aug7.png,177.8,146.27,103.3,1,INCORRECTO
img3_aug1.jpg,149.41,150.32,152.62,1,INCORRECTO
img3_aug2.jpg,136.44,151.54,155.23,1,INCORRECTO
img3_aug3.jpg,162.21,152.76,160.87,1,INCORRECTO
img3_aug4.jpg,146.14,151.41,158.65,1,INCORRECTO
img3_aug5.jpg,144.11,144.62,150.64,1,INCORRECTO
img3_aug6.jpg,139.02,149.17,152.65,1,INCORRECTO
img3_aug7.jpg,148.85,150.6,156.98,1,INCORRECTO
img4.jpg,143.38,174.89,138.5,1,INCORRECTO
img40.png,179.87,148.24,119.16,2,CORRECTO
img40_aug1.png,178.57,151.14,120.87,2,CORRECTO
img40_aug2.png,179.38,152.21,123.0,2,CORRECTO
img40_aug3.png,178.03,150.2,120.73,2,CORRECTO
img40_aug4.png,178.52,149.59,120.64,2,CORRECTO
img40_aug5.png,177.91,148.74,120.38,2,CORRECTO
img40_aug6.png,178.74,150.58,121.82,2,CORRECTO
img40_aug7.png,179.02,148.41,118.43,2,CORRECTO
img41.png,162.28,100.21,76.96,2,CORRECTO
img41_aug1.png,179.65,106.5,79.36,2,CORRECTO
img41_aug2.png,172.82,102.08,73.08,2,CORRECTO
img41_aug3.png,179.31,98.88,76.48,2,CORRECTO
img41_aug4.png,179.03,103.89,80.1,2,CORRECTO
img41_aug5.png,175.21,105.68,78.54,2,CORRECTO
img41_aug6.png,175.63,97.25,76.46,2,CORRECTO
img41_aug7.png,176.78,89.85,77.59,1,INCORRECTO
img42.png,27.03,147.01,121.07,1,INCORRECTO
img42_aug1.png,23.36,147.95,124.33,1,INCORRECTO
img42_aug2.png,33.03,146.57,121.61,1,INCORRECTO
img42_aug3.png,27.04,145.97,119.79,1,INCORRECTO
img42_aug4.png,23.09,146.79,121.77,1,INCORRECTO
img42_aug5.png,59.54,142.2,115.05,1,INCORRECTO
img42_aug6.png,43.21,146.7,122.19,1,INCORRECTO
img42_aug7.png,40.4,147.91,121.28,1,INCORRECTO
img43.png,172.25,179.18,113.93,2,CORRECTO
img43_aug1.png,167.91,178.5,112.32,2,CORRECTO
img43_aug2.png,173.95,176.99,115.34,2,CORRECTO
img43_aug3.png,174.66,179.08,110.8,2,CORRECTO
img43_aug4.png,175.87,178.52,122.18,2,CORRECTO
img43_aug5.png,174.9,172.26,98.53,1,INCORRECTO
img43_aug6.png,178.34,178.89,112.79,2,CORRECTO
img43_aug7.png,171.2,172.65,110.03,2,CORRECTO
img44.png,175.84,119.4,73.91,2,CORRECTO
img44_aug1.png,176.04,118.79,75.34,2,CORRECTO
img44_aug2.png,174.36,119.39,74.85,2,CORRECTO
img44_aug3.png,179.59,115.45,73.94,2,CORRECTO
img44_aug4.png,179.07,115.72,72.61,2,CORRECTO
img44_aug5.png,178.58,122.48,74.0,2,CORRECTO
img44_aug6.png,177.03,116.12,67.43,2,CORRECTO
img44_aug7.png,176.34,122.72,76.76,2,CORRECTO
img45.png,177.38,118.61,68.13,2,CORRECTO
img45_aug1.png,179.9,116.56,67.68,2,CORRECTO
img45_aug2.png,175.49,118.03,67.41,2,CORRECTO
img45_aug3.png,173.51,121.94,70.32,2,CORRECTO
img45_aug4.png,177.6,118.0,69.26,2,CORRECTO
img45_aug5.png,175.61,119.42,68.05,2,CORRECTO
img45_aug6.png,175.46,118.63,71.12,2,CORRECTO
img45_aug7.png,177.55,114.28,65.1,2,CORRECTO
img4_aug1.jpg,154.49,178.43,139.42,2,CORRECTO
img4_aug2.jpg,154.96,176.49,136.93,2,CORRECTO
img4_aug3.jpg,156.49,177.27,142.29,2,CORRECTO
img4_aug4.jpg,143.22,176.46,138.51,1,INCORRECTO
img4_aug5.jpg,155.76,177.18,139.12,2,CORRECTO
img4_aug6.jpg,138.18,175.83,136.35,1,INCORRECTO
img4_aug7.jpg,156.37,177.12,139.5,2,CORRECTO
img5.jpg,177.95,80.0,76.22,1,INCORRECTO
img5_aug1.jpg,167.93,83.06,74.71,1,INCORRECTO
img5_aug2.jpg,176.67,82.63,76.03,1,INCORRECTO
img5_aug3.jpg,177.0,81.71,79.23,1,INCORRECTO
img5_aug4.jpg,175.04,76.78,73.67,1,INCORRECTO
img5_aug5.jpg,178.35,80.92,79.57,1,INCORRECTO
img5_aug6.jpg,176.06,85.34,81.77,1,INCORRECTO
img5_aug7.jpg,171.94,80.32,78.38,1,INCORRECTO
img6.jpg,177.26,118.7,87.95,2,CORRECTO
img6_aug1.jpg,168.05,122.49,90.47,2,CORRECTO
img6_aug2.jpg,178.25,117.59,92.78,2,CORRECTO
img6_aug3.jpg,175.11,118.48,88.49,2,CORRECTO
img6_aug4.jpg,178.61,119.95,92.34,2,CORRECTO
img6_aug5.jpg,179.15,119.64,90.97,2,CORRECTO
img6_aug6.jpg,179.9,121.86,93.42,2,CORRECTO
img6_aug7.jpg,176.74,119.32,94.81,2,CORRECTO
img7.jpg,173.89,154.8,166.97,1,INCORRECTO
img7_aug1.jpg,171.35,152.7,168.71,1,INCORRECTO
img7_aug2.jpg,159.49,156.1,164.94,1,INCORRECTO
img7_aug3.jpg,175.16,154.12,168.12,1,INCORRECTO
img7_aug4.jpg,161.66,154.08,168.59,1,INCORRECTO
img7_aug5.jpg,170.97,155.2,164.87,1,INCORRECTO
img7_aug6.jpg,168.66,151.91,170.5,1,INCORRECTO
img7_aug7.jpg,174.86,153.25,168.31,1,INCORRECTO
img8.jpg,143.25,151.79,140.95,1,INCORRECTO
img8_aug1.jpg,141.55,156.53,137.45,1,INCORRECTO
img8_aug2.jpg,174.22,98.43,102.5,2,CORRECTO
img8_aug3.jpg,137.15,153.0,141.14,1,INCORRECTO
img8_aug4.jpg,139.28,130.75,140.85,2,CORRECTO
img8_aug5.jpg,141.55,162.37,136.84,1,INCORRECTO
img8_aug6.jpg,137.1,159.7,139.01,1,INCORRECTO
img8_aug7.jpg,137.51,123.01,132.66,2,CORRECTO
img9.jpg,130.87,169.17,145.22,1,INCORRECTO
img9_aug1.jpg,135.26,171.26,144.95,1,INCORRECTO
img9_aug2.jpg,134.43,168.73,144.96,1,INCORRECTO
img9_aug3.jpg,79.25,171.04,147.36,1,INCORRECTO
img9_aug4.jpg,112.34,172.32,146.03,1,INCORRECTO
img9_aug5.jpg,82.0,168.66,143.54,1,INCORRECTO
img9_aug6.jpg,136.33,170.91,144.4,1,INCORRECTO
img9_aug7.jpg,53.27,170.72,145.39,1,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.07 PM.jpeg,162.28,108.25,147.49,3,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.07 PM_aug1.jpeg,166.28,98.03,144.23,3,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.07 PM_aug2.jpeg,168.91,103.23,142.5,3,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.07 PM_aug3.jpeg,162.14,107.18,146.65,3,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.07 PM_aug4.jpeg,174.13,102.26,150.41,3,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.07 PM_aug5.jpeg,172.51,97.69,134.7,3,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.07 PM_aug6.jpeg,167.89,99.69,144.99,3,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.07 PM_aug7.jpeg,168.22,101.17,141.38,3,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.16 PM.jpeg,112.08,140.31,152.0,1,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.16 PM_aug1.jpeg,110.76,131.38,148.21,2,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.16 PM_aug2.jpeg,100.89,137.95,149.78,1,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.16 PM_aug3.jpeg,106.75,135.83,149.62,1,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.16 PM_aug4.jpeg,107.58,136.31,151.0,1,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.16 PM_aug5.jpeg,105.59,132.18,149.18,2,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.16 PM_aug6.jpeg,105.92,131.27,147.62,2,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.16 PM_aug7.jpeg,115.33,134.49,148.94,2,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.18 PM (1).jpeg,105.69,96.09,127.43,2,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.18 PM (1)_aug1.jpeg,110.89,112.76,134.68,2,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.18 PM (1)_aug2.jpeg,124.92,108.34,131.79,2,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.18 PM (1)_aug3.jpeg,105.59,95.95,125.63,2,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.18 PM (1)_aug4.jpeg,115.63,91.39,124.88,2,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.18 PM (1)_aug5.jpeg,95.74,105.87,128.65,2,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.18 PM (1)_aug6.jpeg,112.73,98.93,131.48,2,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.18 PM (1)_aug7.jpeg,94.69,92.78,124.04,2,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.18 PM (2).jpeg,162.31,112.51,135.95,3,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.18 PM (2)_aug1.jpeg,177.64,111.55,135.69,3,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.18 PM (2)_aug2.jpeg,169.09,116.02,139.56,3,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.18 PM (2)_aug3.jpeg,176.3,104.83,135.82,3,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.18 PM (2)_aug4.jpeg,179.6,116.19,134.88,3,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.18 PM (2)_aug5.jpeg,176.91,112.31,132.66,3,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.18 PM (2)_aug6.jpeg,173.17,113.16,133.76,3,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.18 PM (2)_aug7.jpeg,168.0,107.79,132.9,3,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.18 PM (3).jpeg,178.18,111.78,121.84,3,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.18 PM (3)_aug1.jpeg,178.25,111.22,118.46,3,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.18 PM (3)_aug2.jpeg,179.88,112.45,114.93,3,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.18 PM (3)_aug3.jpeg,172.35,90.29,105.27,2,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.18 PM (3)_aug4.jpeg,172.87,91.62,107.26,2,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.18 PM (3)_aug5.jpeg,171.72,106.26,113.41,3,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.18 PM (3)_aug6.jpeg,179.83,88.76,110.26,2,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.18 PM (3)_aug7.jpeg,177.17,96.43,110.85,3,CORRECTO
WhatsApp Image 2026-08-03 at 3.12.18 PM.jpeg,95.08,165.14,176.75,0,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.18 PM_aug1.jpeg,94.05,168.19,173.67,0,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.18 PM_aug2.jpeg,95.81,167.28,175.74,0,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.18 PM_aug3.jpeg,115.89,167.91,174.53,0,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.18 PM_aug4.jpeg,101.94,163.7,175.88,0,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.18 PM_aug5.jpeg,95.05,169.02,173.88,0,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.18 PM_aug6.jpeg,106.38,164.88,176.06,0,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.18 PM_aug7.jpeg,116.0,168.31,178.82,0,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM (1).jpeg,135.74,144.96,169.47,0,INCORRECTO
WhatsApp Image 2026-08-03 at 3.12.19 PM (1)_aug1.jpeg,139.13,151.0,166.71,0,INCORRECTO
